"FiscalYear","Provider","Borough","TotalSlots","TotalParticipants"
"2021","Phipps Neighborhoods, Inc.","Bronx","195","138"
"2021","Catholic Charities of Staten Island Inc","Staten Island","N/A","N/A"
"2021","The Committee for Hispanic Children and Families, Inc.","Manhattan","N/A","N/A"
"2021","Mirabal Sisters Cultural & Community Center, Inc.","Manhattan","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","60","40"
"2021","SCAN-HARBOR INC","Manhattan","145","150"
"2021","People In Need Inc","Brooklyn","N/A","N/A"
"2021","Neighborhood Self-Help by Older Persons Projects, Inc.","Bronx","N/A","N/A"
"2021","Concrete Safaris Inc","Manhattan","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","The Brooklyn Steppers, Inc.","Brooklyn","N/A","N/A"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","60","21"
"2021","Brooklyn Chinese American Association Inc","Brooklyn","72","0"
"2021","Community League of the Heights, Inc.","Manhattan","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","437","248"
"2021","Reading Partners","Bronx","N/A","N/A"
"2021","HANAC INC","Bronx","N/A","N/A"
"2021","Serious Fun After School, Inc.","Queens","50","11"
"2021","SCO Family of Services","Brooklyn","300","526"
"2021","New York Giants Youth Baseball Club, Inc.","Manhattan","N/A","N/A"
"2021","Henry Street Settlement","Manhattan","60","43"
"2021","New York Edge, Inc.","Bronx","100","106"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Brooklyn","238","243"
"2021","Word of Life International Inc","Bronx","N/A","N/A"
"2021","New York City Mission Society","Manhattan","150","59"
"2021","Elite Learners, Inc.","Brooklyn","N/A","N/A"
"2021","Green City Force","Brooklyn","N/A","N/A"
"2021","Bedford Stuyvesant New Beginnings Charter School","Brooklyn","89","94"
"2021","United Activities Unlimited, Inc.","Bronx","N/A","N/A"
"2021","Josephine Herrick Project, Inc.","Manhattan","N/A","N/A"
"2021","Research Foundation of CUNY","Bronx","N/A","N/A"
"2021","ACADEMY OF HELLENIC PAIDEIA INC","Queens","15","30"
"2021","Brooklyn Bureau of Community Service","Brooklyn","N/A","N/A"
"2021","Girls Incorporated of New York City","Queens","90","94"
"2021","St Vincent's Services Inc","Brooklyn","54","46"
"2021","Bergen Basin Community Development Corporation","Brooklyn","115","116"
"2021","Southeast Bronx Neighborhood Centers Inc","Bronx","91","67"
"2021","Women for Afghan Women, Inc.","Queens","N/A","N/A"
"2021","VIETNAM VETERANS OF AMERICA CHAPTER 32 QUEENS NEW YORK INC","Queens","N/A","N/A"
"2021","Bronx Parent Housing Network, Inc.","Bronx","N/A","N/A"
"2021","Childrens Arts & Science Workshops, Inc.","Manhattan","N/A","N/A"
"2021","Police Athletic League, Inc.","Queens","50","15"
"2021","Woodycrest Center For Human Development Inc","Bronx","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","101","104"
"2021","RAVENS EARLY CHILDHOOD EDUCATION CENTER INC","Queens","60","0"
"2021","Red Hook Initiative, Inc.","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Queens","60","67"
"2021","The Fortune Society, Inc.","Queens","N/A","N/A"
"2021","Make the Road New York","Brooklyn","82","0"
"2021","Sheltering Arms Children and Family Services, Inc.","Queens","N/A","N/A"
"2021","SAFE Foundation, Inc.","Brooklyn","N/A","N/A"
"2021","United Black Men of Queens Foundation, Inc.","Queens","N/A","N/A"
"2021","Astoria Performing Arts Center, Inc.","Queens","N/A","N/A"
"2021","Aspira of New York, Inc.","Bronx","100","104"
"2021","Fresh Youth Initiatives, Inc.","Manhattan","50","54"
"2021","University Settlement Society of New York","Brooklyn","50","49"
"2021","P2L Pathways to Leadership Inc","Brooklyn","95","91"
"2021","Haitian Americans United For Progress, Inc.","Brooklyn","121","121"
"2021","New York Edge, Inc.","Queens","120","149"
"2021","South Bronx Overall Economic Development Corporation","Bronx","124","139"
"2021","Beam Center Inc","Brooklyn","15","23"
"2021","Black Institute Inc","Brooklyn","N/A","N/A"
"2021","Queens Community House, Inc.","Queens","400","405"
"2021","Madison Square Boys & Girls Club Inc","Bronx","57","72"
"2021","Bnos Malka Academy","Queens","N/A","N/A"
"2021","South Bronx Overall Economic Development Corporation","Bronx","50","60"
"2021","India Home","Queens","N/A","N/A"
"2021","Directions For Our Youth, Inc.","Bronx","100","42"
"2021","New York Junior Tennis League Inc","Queens","140","140"
"2021","Casita Maria, Inc.","Manhattan","90","130"
"2021","Grand Street Settlement, Inc.","Brooklyn","100","101"
"2021","161st Street Merchants Association Inc","Bronx","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","150","82"
"2021","New York Road Runners, Inc","Manhattan","N/A","N/A"
"2021","Research Foundation of CUNY","Queens","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","68","22"
"2021","Crown Heights Jewish Community Council, Inc","Brooklyn","N/A","N/A"
"2021","SCO Family of Services","Queens","N/A","N/A"
"2021","Childrens Arts & Science Workshops, Inc.","Bronx","N/A","N/A"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","N/A","N/A"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Staten Island","83","83"
"2021","The Children's Village","Bronx","150","161"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","138","152"
"2021","The Young Men's & Young Women's Hebrew Association","Manhattan","N/A","N/A"
"2021","Chinese-American Planning Council Inc","Brooklyn","138","140"
"2021","Purelements: An Evolution in Dance Inc","Brooklyn","90","90"
"2021","New York Edge, Inc.","Brooklyn","90","99"
"2021","Quest Youth Organization, Inc.","Brooklyn","N/A","N/A"
"2021","Phipps Neighborhoods, Inc.","Bronx","100","59"
"2021","DIVAS for Social Justice, Inc.","Brooklyn","10","8"
"2021","Aspira of New York, Inc.","Bronx","91","52"
"2021","Dancing Dreams","Manhattan","N/A","N/A"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","90","91"
"2021","Good Shepherd Services","Bronx","220","194"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","N/A","N/A"
"2021","Team First, Inc.","Bronx","300","174"
"2021","Project Hospitality, Inc","Staten Island","N/A","N/A"
"2021","The Young Women's Christian Association of the City of NY","Manhattan","90","96"
"2021","Chinese-American Planning Council Inc","Queens","N/A","N/A"
"2021","Grand Street Settlement, Inc.","Manhattan","100","108"
"2021","Mencius Society for the Arts, Inc","Manhattan","N/A","N/A"
"2021","Harlem Pride, Inc.","Manhattan","N/A","N/A"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","N/A","N/A"
"2021","Boys & Girls Club of Metro Queens, Inc","Queens","150","151"
"2021","The Children's Aid Society","Manhattan","N/A","N/A"
"2021","TADA! Theatre and Dance Alliance, Inc","Manhattan","N/A","N/A"
"2021","Police Athletic League, Inc.","Staten Island","100","105"
"2021","Sunnyside Community Services Inc","Queens","30","18"
"2021","University Settlement Society of New York","Brooklyn","111","92"
"2021","New York Junior Tennis League Inc","Bronx","90","92"
"2021","Kips Bay Boys and Girls Club Inc","Bronx","30","47"
"2021","The Children's Aid Society","Bronx","309","197"
"2021","East Side House, Inc.","Bronx","N/A","N/A"
"2021","Older Adults Technology Services, Inc.","Brooklyn","N/A","N/A"
"2021","Vaad Refuah, Inc","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Brooklyn","75","50"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","117","76"
"2021","KIDSZONE INC","Queens","15","6"
"2021","Team First, Inc.","Bronx","157","193"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","The Child Center of NY Inc","Queens","300","211"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","107","74"
"2021","New York Center for Interpersonal Development Inc","Staten Island","80","91"
"2021","Lantern Community Services, Inc","Manhattan","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","N/A","N/A"
"2021","Forest Hills Chamber of Commerce of Queens, Inc.","Queens","N/A","N/A"
"2021","The Campaign Against Hunger Inc","Brooklyn","N/A","N/A"
"2021","Learning Through An Expanded Arts Program, Inc.","Bronx","90","134"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Brooklyn","85","85"
"2021","BronxWorks, Inc.","Bronx","60","28"
"2021","The Boys Club of New York, Inc.","Queens","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","40","10"
"2021","Global Kids, Inc.","Bronx","N/A","N/A"
"2021","The Door-A Center of Alternatives, Inc","Manhattan","92","33"
"2021","NYC Parks & Recreation/The Arsenal","Bronx","50","0"
"2021","South Asian Youth Action SAYA Inc","Queens","134","166"
"2021","Reaching-Out Community Services, Inc.","Brooklyn","N/A","N/A"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","25","11"
"2021","Hunter College High School Parents Teacher Association","Manhattan","N/A","N/A"
"2021","Queens World Film Initiative, Inc.","Queens","N/A","N/A"
"2021","Make the Road New York","Queens","170","177"
"2021","Lesbian and Gay Community Services Center, Inc.","Manhattan","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","20","15"
"2021","CAMBA, Inc.","Brooklyn","138","103"
"2021","Aspira of New York, Inc.","Manhattan","100","46"
"2021","Claremont Neighborhood Centers, Inc.","Bronx","70","38"
"2021","Tottenville Historical Society","Staten Island","N/A","N/A"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","102","109"
"2021","Newtown Creek Alliance, Inc.","Brooklyn","N/A","N/A"
"2021","Maspeth Town Hall, Inc.","Queens","180","216"
"2021","Forestdale, Inc","Queens","N/A","N/A"
"2021","Read Alliance, Inc.","Queens","N/A","N/A"
"2021","New York Edge, Inc.","Bronx","151","158"
"2021","St Peters Evangelical Lutheran Church in the Borough of Broo","Brooklyn","N/A","N/A"
"2021","Metropolitan New York Coordinating Council on Jewish Poverty","Manhattan","N/A","N/A"
"2021","University Settlement Society of New York","Manhattan","50","48"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","United Federation of Black Community Organization Inc","Manhattan","60","7"
"2021","SCAN-HARBOR INC","Bronx","157","159"
"2021","Harlem RBI Incorporated","Manhattan","60","70"
"2021","United Activities Unlimited, Inc.","Staten Island","300","301"
"2021","Casita Maria, Inc.","Bronx","40","33"
"2021","HANAC INC","Queens","N/A","N/A"
"2021","Research Foundation of CUNY","Bronx","58","60"
"2021","Hudson Guild","Manhattan","60","66"
"2021","Richard Willis Memorial Fund, Inc","Staten Island","N/A","N/A"
"2021","Good Shepherd Services","Manhattan","N/A","N/A"
"2021","Global Kids, Inc.","Brooklyn","50","35"
"2021","School Settlement Association","Brooklyn","100","102"
"2021","Italian American Civil Rights League Canarsie Inc","Brooklyn","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","105","112"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","201","138"
"2021","New York University","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Queens","N/A","N/A"
"2021","Girls Write Now Inc.","Manhattan","N/A","N/A"
"2021","ComuniLife, Inc.","Bronx","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","90","111"
"2021","Southeast Bronx Neighborhood Centers Inc","Bronx","N/A","N/A"
"2021","Bergen Basin Community Development Corporation","Brooklyn","124","113"
"2021","New York Edge, Inc.","Brooklyn","37","19"
"2021","Shorefront Jewish Community Council, Inc.","Brooklyn","N/A","N/A"
"2021","HANAC INC","Queens","300","552"
"2021","YMCA of Greater New York/Prospect Park","Brooklyn","90","132"
"2021","NYC Parks & Recreation/The Arsenal","Staten Island","25","25"
"2021","Queens Community House, Inc.","Queens","60","61"
"2021","University Settlement Society of New York","Manhattan","140","165"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","Council of Jewish Organizations of Flatbush Inc","Brooklyn","N/A","N/A"
"2021","Food Bank for New York City","Manhattan","N/A","N/A"
"2021","Yemeni American Merchants Association, Inc.","Brooklyn","N/A","N/A"
"2021","New York Junior Tennis League Inc","Queens","150","176"
"2021","Fresh Youth Initiatives, Inc.","Manhattan","60","66"
"2021","New York Edge, Inc.","Queens","100","101"
"2021","Variety Boys and Girls Club of Queens Inc","Queens","300","246"
"2021","SCAN-HARBOR INC","Manhattan","25","18"
"2021","NYC Parks & Recreation/The Arsenal","Queens","40","76"
"2021","HANAC INC","Queens","150","83"
"2021","Diaspora Community Services Inc","Brooklyn","N/A","N/A"
"2021","YM-YWHA of Washington Heights Inwood","Manhattan","N/A","N/A"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","294","170"
"2021","Council of Peoples Organization, Inc.","Brooklyn","N/A","N/A"
"2021","CAMBA, Inc.","Brooklyn","90","112"
"2021","Good Shepherd Services","Brooklyn","N/A","N/A"
"2021","Fresh Youth Initiatives, Inc.","Manhattan","90","90"
"2021","Samuel Field YM & YWHA, Inc.","Queens","120","163"
"2021","Church of the Holy Apostles","Manhattan","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","Center for Community Alternatives, Inc","Brooklyn","60","230"
"2021","YMCA of Greater New York/West Side","Manhattan","140","107"
"2021","Urban Strategies, Inc.","Brooklyn","50","37"
"2021","Council of Jewish Organizations of Flatbush Inc","Brooklyn","N/A","N/A"
"2021","Fresh Youth Initiatives, Inc.","Manhattan","50","36"
"2021","Newtown Creek Alliance, Inc.","Brooklyn","N/A","N/A"
"2021","RiseBoro Community Partnership Inc","Brooklyn","106","109"
"2021","New York Edge, Inc.","Queens","124","58"
"2021","Happy Caterpillar Clubhouse","Queens","15","10"
"2021","Good Shepherd Services","Bronx","N/A","N/A"
"2021","La Nueva Esperanza, Inc.","Brooklyn","N/A","N/A"
"2021","Southeast Bronx Neighborhood Centers Inc","Bronx","N/A","N/A"
"2021","YMCA of Greater New York/Harlem Branch","Manhattan","135","21"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","168","182"
"2021","The Leslie-Lohman Museum of Gay and Lesbian Art","Bronx","N/A","N/A"
"2021","Reaching Across The World Ministries, Inc","Brooklyn","N/A","N/A"
"2021","Mosholu Montefiore Community Center, Inc.","Bronx","N/A","N/A"
"2021","Police Athletic League, Inc.","Manhattan","34","42"
"2021","Queens Borough Public Library","Queens","15","11"
"2021","Center for the Integration and Advancement of New Americans","Queens","20","21"
"2021","The Young Womens Christian Association of Queens","Queens","45","31"
"2021","NYC Parks & Recreation/The Arsenal","Bronx","30","20"
"2021","Center for Family Life In Sunset Park, Inc.","Brooklyn","115","3"
"2021","Yeshivath Kehilath Yakov, Inc.","Brooklyn","N/A","N/A"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","47","35"
"2021","B'nai B'rith Hillel Foundation, Inc","Brooklyn","N/A","N/A"
"2021","New York Junior Tennis League Inc","Brooklyn","N/A","N/A"
"2021","East Side House, Inc.","Bronx","60","61"
"2021","Bonnie Boys Club, Inc.","Brooklyn","N/A","N/A"
"2021","YMCA of Greater New York/Corporate","Queens","300","214"
"2021","The Lower Eastside Girls Club of New York Inc","Manhattan","50","37"
"2021","SCO Family of Services","Brooklyn","N/A","N/A"
"2021","Literacy, Inc.","Manhattan","N/A","N/A"
"2021","Fund for the City of New York, Inc.","Manhattan","N/A","N/A"
"2021","Research Foundation of CUNY","Bronx","N/A","N/A"
"2021","The Children's Aid Society","Staten Island","150","114"
"2021","SCAN-HARBOR INC","Manhattan","353","762"
"2021","Inwood Community Services, Inc.","Manhattan","45","31"
"2021","Chinese-American Planning Council Inc","Brooklyn","N/A","N/A"
"2021","Brooklyn Chinese American Association Inc","Brooklyn","N/A","N/A"
"2021","Lil Investors Child Care Aqueduct LLC","Bronx","30","2"
"2021","Bergen Beach Youth Organization, Inc.","Brooklyn","120","120"
"2021","El Puente De Williamsburg, Inc.","Brooklyn","150","104"
"2021","Catholic Charities Community Services, Archdiocese of NY","Bronx","N/A","N/A"
"2021","Brooklyn Bureau of Community Service","Brooklyn","220","130"
"2021","Project Hope Charities, Inc.","Queens","N/A","N/A"
"2021","South Bronx Overall Economic Development Corporation","Bronx","120","34"
"2021","United Activities Unlimited, Inc.","Staten Island","300","275"
"2021","Grand Street Settlement, Inc.","Manhattan","90","90"
"2021","New York Edge, Inc.","Bronx","115","104"
"2021","Jewish Community Center of Staten Island, Inc.","Staten Island","120","275"
"2021","University Settlement Society of New York","Manhattan","80","86"
"2021","Together We Are","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Brooklyn","120","128"
"2021","Northwest Bronx Community & Clergy Coalition, Inc","Bronx","N/A","N/A"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","N/A","N/A"
"2021","RAINBOW CHILD DEVELOPMENT CENTER INC.","Queens","60","30"
"2021","The Child Center of NY Inc","Queens","91","96"
"2021","Marble Hill Nursery School","Bronx","N/A","N/A"
"2021","Fedcap Rehabilitation Services, Inc","Bronx","N/A","N/A"
"2021","The Young Womens Christian Association of Queens","Queens","N/A","N/A"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","150","175"
"2021","East Side House, Inc.","Bronx","150","38"
"2021","Phipps Neighborhoods, Inc.","Bronx","300","276"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","100","136"
"2021","The Korean American Family Service Center, Inc.","Queens","119","126"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Manhattan","N/A","N/A"
"2021","FITMAR MANAGEMENT LLC","Brooklyn","150","4"
"2021","Neighborhood Self-Help by Older Persons Projects, Inc.","Bronx","N/A","N/A"
"2021","Boys & Girls Club of Metro Queens, Inc","Queens","N/A","N/A"
"2021","Jewish Community Council of Canarsie, Inc","Brooklyn","N/A","N/A"
"2021","City Year, Inc.","Bronx","107","111"
"2021","RiseBoro Community Partnership Inc","Brooklyn","N/A","N/A"
"2021","United Activities Unlimited, Inc.","Staten Island","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","20","4"
"2021","Quebradillas Baseball Organization, Inc.","Brooklyn","N/A","N/A"
"2021","YMCA of Greater New York/Corporate","Queens","50","27"
"2021","Brooklyn Bureau of Community Service","Brooklyn","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Madison Square Boys & Girls Club Inc","Bronx","30","40"
"2021","Brooklyn Prospect Charter School","Brooklyn","100","116"
"2021","Catholic Charities Community Services, Archdiocese of NY","Manhattan","100","88"
"2021","Chinese-American Planning Council Inc","Manhattan","N/A","N/A"
"2021","Fresh Youth Initiatives, Inc.","Manhattan","60","77"
"2021","Grand Street Settlement, Inc.","Brooklyn","100","108"
"2021","Urban Health Plan Inc","Bronx","127","100"
"2021","Mouse, Inc.","Manhattan","N/A","N/A"
"2021","Caribbean Women's Health Association, Inc.","Brooklyn","N/A","N/A"
"2021","Girls Incorporated of New York City","Brooklyn","120","123"
"2021","Staten Island Ice Hockey Assoc., Inc.","Staten Island","N/A","N/A"
"2021","SICC INC","Staten Island","40","24"
"2021","The Children's Aid Society","Manhattan","29","17"
"2021","The Children's Aid Society","Manhattan","30","89"
"2021","Queens Community House, Inc.","Queens","105","107"
"2021","Agudath Israel of America Community Services, Inc.","Manhattan","421","196"
"2021","Opportunities for a Better Tomorrow Inc","Brooklyn","N/A","N/A"
"2021","African Refuge Inc.","Staten Island","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Kingsbridge Heights Community Center Inc","Bronx","N/A","N/A"
"2021","Green City Force","Staten Island","N/A","N/A"
"2021","C C M S","Brooklyn","90","90"
"2021","After-School All-Stars","Manhattan","120","131"
"2021","New York Edge, Inc.","Brooklyn","91","91"
"2021","The Door-A Center of Alternatives, Inc","Manhattan","N/A","N/A"
"2021","Carroll Gardens Association, Inc.","Brooklyn","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","300","610"
"2021","Research Foundation of CUNY","Queens","N/A","N/A"
"2021","Grand Street Settlement, Inc.","Brooklyn","N/A","N/A"
"2021","United Way of New York City","Brooklyn","N/A","N/A"
"2021","Kingsbridge Heights Community Center Inc","Bronx","201","143"
"2021","Chinese-American Planning Council Inc","Manhattan","160","187"
"2021","NY Tibetan Service Center, Inc.","Queens","31","12"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","United Jewish Organizations of Williamsburg, Inc","Brooklyn","N/A","N/A"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","N/A","N/A"
"2021","New York Junior Tennis League Inc","Queens","120","128"
"2021","Research Foundation of CUNY/LaGuardia Community College","Queens","145","146"
"2021","Evangelical Lutheran Church of the Advent","Manhattan","N/A","N/A"
"2021","Conscientious Musical Revues","Manhattan","N/A","N/A"
"2021","East Side House, Inc.","Bronx","N/A","N/A"
"2021","Mosholu Montefiore Community Center, Inc.","Bronx","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","85","98"
"2021","YMCA of Greater New York/Corporate","Manhattan","N/A","N/A"
"2021","New York Junior Tennis League Inc","Manhattan","N/A","N/A"
"2021","C C M S","Brooklyn","90","93"
"2021","Read Alliance, Inc.","Bronx","N/A","N/A"
"2021","Stanley M Isaacs Neighborhood Center Inc","Manhattan","300","187"
"2021","Association of East-European Jewry, Corp","Brooklyn","N/A","N/A"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Chinese-American Planning Council Inc","Brooklyn","50","34"
"2021","Cypress Hills Local Development Corporation, Inc.","Brooklyn","N/A","N/A"
"2021","Learning Through An Expanded Arts Program, Inc.","Brooklyn","116","135"
"2021","ASSOC OF COMMUNITY EMPLOYMENT PGRMS FOR THE HOMELESS INC","Queens","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","170","39"
"2021","YMCA of Greater New York/Flatbush Branch","Brooklyn","90","37"
"2021","Sheltering Arms Children and Family Services, Inc.","Queens","105","133"
"2021","Learning Through An Expanded Arts Program, Inc.","Bronx","150","158"
"2021","Infinity Educational Programs, Inc.","Brooklyn","N/A","N/A"
"2021","Rochdale Village Social Services, Inc","Queens","N/A","N/A"
"2021","Children of Promise, NYC","Brooklyn","N/A","N/A"
"2021","NYSARC INC NEW YORK CITY CHAPTER","Brooklyn","N/A","N/A"
"2021","The Children's Village","Manhattan","120","5"
"2021","The Crenulated Company LTD","Bronx","90","115"
"2021","GOWANUS CANAL CONSERVANCY INC","Brooklyn","N/A","N/A"
"2021","A CHILD'S PLACE TOO INC","Queens","75","65"
"2021","Make the Road New York","Brooklyn","82","0"
"2021","Northfield Community LDC of Staten Island, Inc","Staten Island","N/A","N/A"
"2021","Council of Peoples Organization, Inc.","Brooklyn","N/A","N/A"
"2021","Aspira of New York, Inc.","Bronx","150","120"
"2021","Good Shepherd Services","Brooklyn","300","223"
"2021","United Jewish Organizations of Williamsburg, Inc","Brooklyn","N/A","N/A"
"2021","South Bronx Overall Economic Development Corporation","Bronx","90","123"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","New York City H2O, Inc.","Manhattan","N/A","N/A"
"2021","St Vincent's Services Inc","Brooklyn","233","205"
"2021","The Child Center of NY Inc","Brooklyn","40","44"
"2021","The Korean American Family Service Center, Inc.","Queens","N/A","N/A"
"2021","South Bronx Overall Economic Development Corporation","Bronx","109","119"
"2021","Bay Ridge Cares, Inc","Brooklyn","N/A","N/A"
"2021","Childrens Arts & Science Workshops, Inc.","Manhattan","40","43"
"2021","Jewish Community Council of Greater Coney Island, Inc.","Brooklyn","238","243"
"2021","Yeshivath Kehilath Yakov, Inc.","Brooklyn","N/A","N/A"
"2021","YM-YWHA of Washington Heights Inwood","Manhattan","111","215"
"2021","United Activities Unlimited, Inc.","Bronx","N/A","N/A"
"2021","Ditmas Park Youth Group","Brooklyn","N/A","N/A"
"2021","New York Edge, Inc.","Queens","180","122"
"2021","Sheltering Arms Children and Family Services, Inc.","Queens","157","186"
"2021","Achievement First, Inc.","Brooklyn","91","43"
"2021","Phipps Neighborhoods, Inc.","Bronx","N/A","N/A"
"2021","Community Association of Progressive Dominicans Inc","Manhattan","90","92"
"2021","Ali Forney Center","Brooklyn","N/A","N/A"
"2021","NIA Community Services Network Inc","Brooklyn","117","102"
"2021","University Settlement Society of New York","Manhattan","50","27"
"2021","LITTLE PEOPLE DAYCARE OF NY INC","Queens","60","20"
"2021","Brooklyn Bureau of Community Service","Brooklyn","140","114"
"2021","NYC Parks & Recreation/The Arsenal","Brooklyn","30","33"
"2021","Woodycrest Center For Human Development Inc","Bronx","157","157"
"2021","United Community Centers, Inc","Brooklyn","N/A","N/A"
"2021","Woodycrest Center For Human Development Inc","Bronx","100","100"
"2021","Ujima Community Working Together Inc.","Brooklyn","N/A","N/A"
"2021","Brooklyn Arts Exchange","Brooklyn","N/A","N/A"
"2021","Manhattan Youth Recreation and Resources, Inc.","Manhattan","325","539"
"2021","YMCA of Greater New York/Prospect Park","Brooklyn","100","90"
"2021","Samuel Field YM & YWHA, Inc.","Queens","N/A","N/A"
"2021","YMCA of Greater New York / Dodge","Brooklyn","150","151"
"2021","Kew Gardens Council for Recreation and the Arts, Inc","Queens","N/A","N/A"
"2021","Directions For Our Youth, Inc.","Bronx","152","264"
"2021","Morningside Center for Teaching Social Responsibility, Inc.","Bronx","157","70"
"2021","New York Edge, Inc.","Brooklyn","140","140"
"2021","Research Foundation of CUNY","Brooklyn","N/A","N/A"
"2021","The Children's Aid Society","Manhattan","90","77"
"2021","Brooklyn Bureau of Community Service","Brooklyn","219","176"
"2021","New York Common Pantry Inc","Manhattan","N/A","N/A"
"2021","SCAN-HARBOR INC","Bronx","300","203"
"2021","YMCA of Greater New York/Cross Island","Queens","114","49"
"2021","Brooklyn Bureau of Community Service","Brooklyn","140","84"
"2021","Indochina Sino- American Senior Citizen Center Inc","Manhattan","56","30"
"2021","SBH Community Service Network, Inc.","Brooklyn","N/A","N/A"
"2021","Aspira of New York, Inc.","Bronx","150","152"
"2021","The Resource Center for Community Development, Inc","Bronx","N/A","N/A"
"2021","Child Development Ctr of the Mosholu Montefiore Comm Center","Bronx","N/A","N/A"
"2021","Boys & Girls Club of Metro Queens, Inc","Queens","N/A","N/A"
"2021","Union Settlement Association Inc","Manhattan","40","45"
"2021","Rector Church Wardens & Vestrymen of Church of Epiphany","Manhattan","N/A","N/A"
"2021","Major Music International Corporation","Queens","50","10"
"2021","Catholic Charities Neighborhood Services, Inc.","Queens","269","138"
"2021","Catholic Charities Community Services, Archdiocese of NY","Bronx","N/A","N/A"
"2021","Brooklyn Childrens Museum Corp","Brooklyn","77","82"
"2021","Hispanic Federation, Inc","Manhattan","N/A","N/A"
"2021","Grand Street District Management Association Inc","Brooklyn","N/A","N/A"
"2021","BronxWorks, Inc.","Bronx","N/A","N/A"
"2021","Play Study Win Inc","Brooklyn","90","98"
"2021","Project Hospitality, Inc","Staten Island","N/A","N/A"
"2021","Research Foundation of CUNY","Brooklyn","87","60"
"2021","C C M S","Brooklyn","N/A","N/A"
"2021","NYC Parks & Recreation/The Arsenal","Staten Island","15","8"
"2021","Graham Windham","Manhattan","258","301"
"2021","The Greater Ridgewood Youth Council, Inc.","Queens","150","167"
"2021","Read Alliance, Inc.","Queens","N/A","N/A"
"2021","Greenwich House, Inc.","Manhattan","N/A","N/A"
"2021","NPOWER INC","Brooklyn","N/A","N/A"
"2021","New York United Jewish Association, Inc.","Brooklyn","N/A","N/A"
"2021","Jacob A. Riis Neighborhood Settlement","Queens","N/A","N/A"
"2021","Chinese-American Planning Council Inc","Bronx","N/A","N/A"
